epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,192.101,0.45204,1.13766,0.93013,0.98967,0.5,0.995,0.62067,1.40039,1.62326,2.2303,0.000220857,0.000220857,0.000220857
182,193.009,0.45409,1.34342,1.01251,0.98967,0.5,0.995,0.62067,1.40039,1.62326,2.2303,0.000217812,0.000217812,0.000217812
183,193.929,0.46138,0.93625,0.95046,0.98967,0.5,0.995,0.62067,1.40039,1.62326,2.2303,0.000214766,0.000214766,0.000214766
184,195.076,0.54025,1.02733,1.08441,0.98187,0.5,0.995,0.50122,1.34803,1.61496,2.01748,0.000211721,0.000211721,0.000211721
185,196.331,0.44895,1.0274,0.93858,0.98187,0.5,0.995,0.50122,1.34803,1.61496,2.01748,0.000208676,0.000208676,0.000208676
186,197.541,0.43024,0.9898,0.9525,0.98187,0.5,0.995,0.50122,1.34803,1.61496,2.01748,0.000205631,0.000205631,0.000205631
187,198.852,0.3605,0.9853,0.94601,0.98187,0.5,0.995,0.50122,1.34803,1.61496,2.01748,0.000202585,0.000202585,0.000202585
188,200.214,0.46242,1.01289,0.95453,0.98927,0.5,0.995,0.50723,1.35537,1.48964,1.97254,0.00019954,0.00019954,0.00019954
189,201.352,0.39172,0.97736,0.94809,0.98927,0.5,0.995,0.50723,1.35537,1.48964,1.97254,0.000196495,0.000196495,0.000196495
190,202.251,0.40241,0.98104,0.88645,0.98927,0.5,0.995,0.50723,1.35537,1.48964,1.97254,0.00019345,0.00019345,0.00019345
191,203.177,0.52244,1.00129,0.9232,0.98927,0.5,0.995,0.50723,1.35537,1.48964,1.97254,0.000190404,0.000190404,0.000190404
192,204.09,0.53145,1.14827,1.11801,0.9912,0.5,0.995,0.52316,1.35348,1.46624,1.97215,0.000187359,0.000187359,0.000187359
193,205.003,0.44453,0.9041,0.94038,0.9912,0.5,0.995,0.52316,1.35348,1.46624,1.97215,0.000184314,0.000184314,0.000184314
194,205.865,0.57195,1.33741,1.17568,0.9912,0.5,0.995,0.52316,1.35348,1.46624,1.97215,0.000181269,0.000181269,0.000181269
195,206.772,0.37755,0.8928,0.98245,0.9912,0.5,0.995,0.52316,1.35348,1.46624,1.97215,0.000178223,0.000178223,0.000178223
196,207.674,0.38461,0.86601,0.94471,0.99321,0.5,0.995,0.52292,1.38056,1.51758,2.06657,0.000175178,0.000175178,0.000175178
197,208.562,0.48704,1.01454,0.97773,0.99321,0.5,0.995,0.52292,1.38056,1.51758,2.06657,0.000172133,0.000172133,0.000172133
198,209.474,0.51781,0.97699,1.1059,0.99321,0.5,0.995,0.52292,1.38056,1.51758,2.06657,0.000169088,0.000169088,0.000169088
199,210.371,0.35127,1.22849,0.88433,0.99321,0.5,0.995,0.52292,1.38056,1.51758,2.06657,0.000166042,0.000166042,0.000166042
200,211.375,0.39657,0.87301,0.96592,0.99505,0.5,0.995,0.46285,1.44545,1.50971,2.26167,0.000162997,0.000162997,0.000162997
201,212.63,0.39678,1.34825,1.02044,0.99505,0.5,0.995,0.46285,1.44545,1.50971,2.26167,0.000159952,0.000159952,0.000159952
202,213.784,0.58516,1.14858,1.08047,0.99505,0.5,0.995,0.46285,1.44545,1.50971,2.26167,0.000156907,0.000156907,0.000156907
203,215.244,0.43473,0.85565,0.94016,0.99505,0.5,0.995,0.46285,1.44545,1.50971,2.26167,0.000153862,0.000153862,0.000153862
204,216.556,0.47081,1.20954,0.97144,0.99558,0.5,0.995,0.46193,1.52658,1.4654,2.46156,0.000150816,0.000150816,0.000150816
205,217.908,0.36407,0.93108,0.90184,0.99558,0.5,0.995,0.46193,1.52658,1.4654,2.46156,0.000147771,0.000147771,0.000147771
206,218.942,0.39155,0.92605,0.92137,0.99558,0.5,0.995,0.46193,1.52658,1.4654,2.46156,0.000144726,0.000144726,0.000144726
207,219.862,0.44329,0.87605,0.88411,0.99558,0.5,0.995,0.46193,1.52658,1.4654,2.46156,0.000141681,0.000141681,0.000141681
208,220.775,0.45551,0.93584,1.01541,0.99477,0.5,0.74625,0.33035,1.52618,1.56239,2.48262,0.000138635,0.000138635,0.000138635
209,221.714,0.45285,0.95639,0.99667,0.99477,0.5,0.74625,0.33035,1.52618,1.56239,2.48262,0.00013559,0.00013559,0.00013559
210,222.576,0.35018,0.91999,0.97637,0.99477,0.5,0.74625,0.33035,1.52618,1.56239,2.48262,0.000132545,0.000132545,0.000132545
211,223.508,0.50367,1.03748,1.00214,0.99477,0.5,0.74625,0.33035,1.52618,1.56239,2.48262,0.0001295,0.0001295,0.0001295
212,224.401,0.31231,0.83332,0.88441,0.99665,0.5,0.74625,0.30738,1.50152,1.771,2.44013,0.000126454,0.000126454,0.000126454
213,225.249,0.36606,0.97418,0.93231,0.99665,0.5,0.74625,0.30738,1.50152,1.771,2.44013,0.000123409,0.000123409,0.000123409
214,226.188,0.43988,1.00999,0.95459,0.99665,0.5,0.74625,0.30738,1.50152,1.771,2.44013,0.000120364,0.000120364,0.000120364
215,227.079,0.41754,1.14001,1.00152,0.99665,0.5,0.74625,0.30738,1.50152,1.771,2.44013,0.000117319,0.000117319,0.000117319
216,227.994,0.45031,0.99105,0.9872,0.98898,0.5,0.995,0.41527,1.4499,1.7668,2.32344,0.000114273,0.000114273,0.000114273
217,229.145,0.44769,1.04474,0.98067,0.98898,0.5,0.995,0.41527,1.4499,1.7668,2.32344,0.000111228,0.000111228,0.000111228
218,230.493,0.31546,0.79223,0.92994,0.98898,0.5,0.995,0.41527,1.4499,1.7668,2.32344,0.000108183,0.000108183,0.000108183
219,231.807,0.27041,0.98182,0.91424,0.98898,0.5,0.995,0.41527,1.4499,1.7668,2.32344,0.000105138,0.000105138,0.000105138
220,233.165,0.34138,1.12446,0.908,0.98423,0.5,0.995,0.45751,1.3941,1.70102,2.27959,0.000102092,0.000102092,0.000102092
221,234.453,0.3455,0.94226,0.9338,0.98423,0.5,0.995,0.45751,1.3941,1.70102,2.27959,9.90472e-05,9.90472e-05,9.90472e-05
222,235.64,0.41158,0.88346,1.00001,0.98423,0.5,0.995,0.45751,1.3941,1.70102,2.27959,9.6002e-05,9.6002e-05,9.6002e-05
223,236.602,0.37793,0.85409,0.88348,0.98423,0.5,0.995,0.45751,1.3941,1.70102,2.27959,9.29567e-05,9.29567e-05,9.29567e-05
224,237.548,0.4775,0.91418,0.94223,0.98474,0.5,0.995,0.5401,1.35751,1.61762,2.29447,8.99115e-05,8.99115e-05,8.99115e-05
225,238.444,0.29607,0.78754,0.9115,0.98474,0.5,0.995,0.5401,1.35751,1.61762,2.29447,8.68662e-05,8.68662e-05,8.68662e-05
226,239.281,0.34121,0.81994,0.90998,0.98474,0.5,0.995,0.5401,1.35751,1.61762,2.29447,8.3821e-05,8.3821e-05,8.3821e-05
227,240.195,0.45658,0.95072,0.93424,0.98474,0.5,0.995,0.5401,1.35751,1.61762,2.29447,8.07758e-05,8.07758e-05,8.07758e-05
228,241.138,0.35663,0.76808,0.83774,0.98528,0.5,0.995,0.63801,1.3739,1.48429,2.42605,7.77305e-05,7.77305e-05,7.77305e-05
229,242.043,0.33099,0.84459,0.92583,0.98528,0.5,0.995,0.63801,1.3739,1.48429,2.42605,7.46853e-05,7.46853e-05,7.46853e-05
230,242.954,0.55944,1.24213,1.07417,0.98528,0.5,0.995,0.63801,1.3739,1.48429,2.42605,7.164e-05,7.164e-05,7.164e-05
231,243.873,0.26541,0.84474,0.88002,0.98528,0.5,0.995,0.63801,1.3739,1.48429,2.42605,6.85948e-05,6.85948e-05,6.85948e-05
232,244.836,0.44696,0.93692,0.99457,0.98612,0.5,0.995,0.65743,1.37244,1.42391,2.52029,6.55496e-05,6.55496e-05,6.55496e-05
233,245.749,0.29783,0.72904,0.85112,0.98612,0.5,0.995,0.65743,1.37244,1.42391,2.52029,6.25043e-05,6.25043e-05,6.25043e-05
234,246.937,0.36111,1.13197,0.9037,0.98612,0.5,0.995,0.65743,1.37244,1.42391,2.52029,5.94591e-05,5.94591e-05,5.94591e-05
235,248.317,0.43031,0.95113,0.8996,0.98612,0.5,0.995,0.65743,1.37244,1.42391,2.52029,5.64138e-05,5.64138e-05,5.64138e-05
236,249.572,0.34416,0.88332,0.93102,0.98729,0.5,0.995,0.63471,1.45952,1.38874,2.68323,5.33686e-05,5.33686e-05,5.33686e-05
237,250.846,0.33653,0.8238,0.93102,0.98729,0.5,0.995,0.63471,1.45952,1.38874,2.68323,5.03234e-05,5.03234e-05,5.03234e-05
238,252.181,0.3547,1.0752,0.99517,0.98729,0.5,0.995,0.63471,1.45952,1.38874,2.68323,4.72781e-05,4.72781e-05,4.72781e-05
239,253.548,0.3776,0.95715,0.89991,0.98729,0.5,0.995,0.63471,1.45952,1.38874,2.68323,4.42329e-05,4.42329e-05,4.42329e-05
240,254.522,0.33958,0.92453,0.93715,0.98769,0.5,0.74625,0.4106,1.46759,1.38803,2.7124,4.11876e-05,4.11876e-05,4.11876e-05
241,256.118,0.28639,1.26207,0.86345,0.98769,0.5,0.74625,0.4106,1.46759,1.38803,2.7124,3.81424e-05,3.81424e-05,3.81424e-05
242,257.558,0.33931,1.33612,0.98918,0.98769,0.5,0.74625,0.4106,1.46759,1.38803,2.7124,3.50972e-05,3.50972e-05,3.50972e-05
243,258.671,0.36924,1.33688,0.88597,0.98769,0.5,0.74625,0.4106,1.46759,1.38803,2.7124,3.20519e-05,3.20519e-05,3.20519e-05
244,259.654,0.29593,1.24979,0.84394,0.9865,0.5,0.74625,0.45878,1.33143,1.45281,2.46712,2.90067e-05,2.90067e-05,2.90067e-05
245,260.555,0.31121,1.20223,0.83565,0.9865,0.5,0.74625,0.45878,1.33143,1.45281,2.46712,2.59614e-05,2.59614e-05,2.59614e-05
246,261.433,0.306,1.25027,0.82716,0.9865,0.5,0.74625,0.45878,1.33143,1.45281,2.46712,2.29162e-05,2.29162e-05,2.29162e-05
247,262.337,0.31436,1.26352,0.82645,0.9865,0.5,0.74625,0.45878,1.33143,1.45281,2.46712,1.9871e-05,1.9871e-05,1.9871e-05
248,263.229,0.31252,1.34704,0.87858,0.98544,0.5,0.995,0.72931,1.19086,1.53144,2.22951,1.68257e-05,1.68257e-05,1.68257e-05
249,264.377,0.2845,1.25586,0.89424,0.98544,0.5,0.995,0.72931,1.19086,1.53144,2.22951,1.37805e-05,1.37805e-05,1.37805e-05
250,265.707,0.26869,1.19666,0.78955,0.98544,0.5,0.995,0.72931,1.19086,1.53144,2.22951,1.07352e-05,1.07352e-05,1.07352e-05
